suite,case,order_tag,modules,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,l1d_cache:u,l1d_cache_refill:u,l1d_tlb:u,l1d_tlb_refill:u,l2d_cache:u,l2d_cache_refill:u,l2d_tlb:u,l2d_tlb_refill:u,ll_cache:u,ll_cache_miss:u,ipc, ,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,l1d_miss_rate,l1d_tlb_miss_rate,l2d_miss_rate,l2d_tlb_miss_rate,ll_miss_rate,  ,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki,l1d_cache_mpki,l1d_cache_refill_mpki,l1d_tlb_mpki,l1d_tlb_refill_mpki,l2d_cache_mpki,l2d_cache_refill_mpki,l2d_tlb_mpki,l2d_tlb_refill_mpki,ll_cache_mpki,ll_cache_miss_mpki
combo_linearity,combo_005_s2,single,mix_b128_ld1_xpage_p128_lp1_r1000,3786845545,2085063801,8004920,2440,266143250,3870,266143250,48,3891,679,89,18,141049911,119984360,277941379,130000067,361048182,91356297,130000750,116,91355061,340,0.5506,,0.0000,0.0000,0.1745,0.2022,0.8507,0.4677,0.2530,0.0000,0.0000,,3.8392,0.0012,127.6427,0.0019,127.6427,0.0000,0.0019,0.0003,0.0000,0.0000,67.6478,57.5447,133.3011,62.3482,173.1593,43.8146,62.3486,0.0001,43.8140,0.0002
combo_linearity,combo_005_s2,single,mix_b128_ld2_pshuf_p524288_lp1_r1000,11087906361,2085063801,8004920,2707,266908400,14802,266908400,135,14835,1017,819,130,269322581,48911009,271526132,788167,1149253594,476885138,792839,480567,476617112,435229784,0.1880,,0.0001,0.0000,0.0686,0.1587,0.1816,0.0029,0.4150,0.6061,0.9132,,3.8392,0.0013,128.0097,0.0071,128.0097,0.0001,0.0071,0.0005,0.0004,0.0001,129.1675,23.4578,130.2244,0.3780,551.1839,228.7149,0.3802,0.2305,228.5863,208.7369
combo_linearity,combo_005_s2,canonical,mix_b128_ld1_xpage_p128_lp1_r1000+mix_b128_ld2_pshuf_p524288_lp1_r1000,14996143004,4170066792,16006919,4681,532031367,34216,532031367,205,34279,2870,727,202,410433305,169857284,551029112,131810082,1516210828,587709819,131817806,604240,587427415,430058455,0.2781,,0.0001,0.0000,0.0837,0.2779,0.4138,0.2392,0.3876,0.0046,0.7321,,3.8385,0.0011,127.5834,0.0082,127.5834,0.0000,0.0082,0.0007,0.0002,0.0000,98.4237,40.7325,132.1392,31.6086,363.5939,140.9353,31.6105,0.1449,140.8676,103.1299
combo_linearity,combo_005_s2,shuffle_mixslot5_mix_s8192_l2_mpshuf_p524288_lp1_r1000_mixslot4_mix_s8192_l1_mxpage_p128_lp1_r1000,mix_b128_ld2_pshuf_p524288_lp1_r1000+mix_b128_ld1_xpage_p128_lp1_r1000,14819248291,4170066792,16006919,4158,532177119,33651,532177119,199,33729,3206,684,194,410332787,170477704,548740180,130789574,1502388061,579269557,130796349,603722,579028387,426711676,0.2814,,0.0001,0.0000,0.0951,0.2836,0.4155,0.2383,0.3856,0.0046,0.7369,,3.8385,0.0010,127.6184,0.0081,127.6184,0.0000,0.0081,0.0008,0.0002,0.0000,98.3996,40.8813,131.5903,31.3639,360.2791,138.9113,31.3655,0.1448,138.8535,102.3273
combo_linearity,combo_005_s2,sum,mix_b128_ld1_xpage_p128_lp1_r1000+mix_b128_ld2_pshuf_p524288_lp1_r1000,14874751906,4170127602,16009840,5147,533051650,18672,533051650,183,18726,1696,908,148,410372492,168895369,549467511,130788234,1510301776,568241435,130793589,480683,567972173,435230124,0.2803,,0.0000,0.0000,0.0906,0.1630,0.4116,0.2380,0.3762,0.0037,0.7663,,3.8392,0.0012,127.8262,0.0045,127.8262,0.0000,0.0045,0.0004,0.0002,0.0000,98.4077,40.5012,131.7628,31.3631,362.1716,136.2648,31.3644,0.1153,136.2002,104.3685
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combo_linearity,combo_006_s2,single,mix_b64_ld14_indir_p524288_lp4_r1000,228476571089,1061065163,8005213,3334,137861526,65949,137861526,389,66065,7700,443,383,909336551,896801897,1794865026,870226773,3602076273,1812076864,870279553,8494059,1811081073,1784158741,0.0046,,0.0005,0.0000,0.1166,0.8646,0.9862,0.4848,0.5031,0.0098,0.9851,,7.5445,0.0031,129.9275,0.0622,129.9275,0.0004,0.0623,0.0073,0.0004,0.0004,857.0035,845.1902,1691.5691,820.1445,3394.7739,1707.7904,820.1943,8.0052,1706.8519,1681.4790
combo_linearity,combo_006_s2,single,mix_b64_ld1_pshuf_p1_lp4_r1000,274099534,1061064170,8005003,2125,138042728,655,138042728,39,656,538,86,12,77033890,130,77048471,68,1449,881,332,6,333,26,3.8711,,0.0000,0.0000,0.8201,0.1395,0.0000,0.0000,0.6080,0.0181,0.0781,,7.5443,0.0020,130.0984,0.0006,130.0984,0.0000,0.0006,0.0005,0.0001,0.0000,72.6006,0.0001,72.6143,0.0001,0.0014,0.0008,0.0003,0.0000,0.0003,0.0000
combo_linearity,combo_006_s2,canonical,mix_b64_ld14_indir_p524288_lp4_r1000+mix_b64_ld1_pshuf_p1_lp4_r1000,228665867257,2122068127,16007208,3665,274999597,105652,274999597,458,105844,11422,1254,453,986051286,897848937,1871400656,870174588,3606802820,1815016691,870223021,8411716,1813396036,1785895970,0.0093,,0.0004,0.0000,0.1079,0.3612,0.9105,0.4650,0.5032,0.0097,0.9848,,7.5432,0.0017,129.5904,0.0498,129.5904,0.0002,0.0499,0.0054,0.0006,0.0002,464.6652,423.1009,881.8759,410.0597,1699.6640,855.3056,410.0825,3.9639,854.5419,841.5828
combo_linearity,combo_006_s2,shuffle_mixslot5_mix_s4096_l1_mpshuf_p1_lp4_r1000_mixslot3_mix_s4096_l14_mindir_p524288_lp4_r1000,mix_b64_ld1_pshuf_p1_lp4_r1000+mix_b64_ld14_indir_p524288_lp4_r1000,228855122692,2122068076,16007201,5026,275017602,103772,275017602,508,103922,11226,566,503,986434216,896972280,1874105489,870437359,3606107839,1814128692,870491838,10193322,1813130154,1785954365,0.0093,,0.0004,0.0000,0.1080,0.8887,0.9093,0.4645,0.5031,0.0117,0.9850,,7.5432,0.0024,129.5989,0.0489,129.5989,0.0002,0.0490,0.0053,0.0003,0.0002,464.8457,422.6878,883.1505,410.1835,1699.3365,854.8871,410.2092,4.8035,854.4166,841.6103
