module,case,blocks,block_align,direct_run_len,region_reps,layout,pos,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,ipc,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki
cold_block_sequence,cold_b15000_d2_linear,15000,64,2,1,linear,1,357408108,330218635,30049788,7482103,202249192,15067634,162032908,235577,14792137,5543693,449205,12316,0.9239,0.0745,0.0015,0.3748,0.0274,90.9997,22.6580,612.4706,45.6293,490.6837,0.7134,44.7950,16.7879,1.3603,0.0373
cold_block_sequence,cold_b15000_d2_bitrev,15000,64,2,1,in_page_shuffle,1,397948398,330223122,30050593,7468520,220720145,16203537,170934673,380494,16063856,5734075,419442,13309,0.8298,0.0734,0.0022,0.3570,0.0317,91.0009,22.6166,668.3970,49.0685,517.6339,1.1522,48.6455,17.3642,1.2702,0.0403
cold_block_sequence,cold_b15000_d4_linear,15000,64,4,1,linear,1,239996579,285216424,22549391,3740257,118395905,15047928,106338588,236248,14795018,3927966,447223,2694,1.1884,0.1271,0.0022,0.2655,0.0060,79.0606,13.1138,415.1090,52.7597,372.8347,0.8283,51.8730,13.7719,1.5680,0.0094
cold_block_sequence,cold_b15000_d4_bitrev,15000,64,4,1,in_page_shuffle,1,278103475,285216365,22549380,3734542,133635566,16003352,117844760,376773,15909523,4471477,419884,8978,1.0256,0.1198,0.0032,0.2811,0.0214,79.0606,13.0937,468.5410,56.1095,413.1767,1.3210,55.7805,15.6775,1.4722,0.0315
cold_block_sequence,cold_b15000_d8_linear,15000,64,8,1,linear,1,185212974,262720781,18800172,1870295,78729869,15046825,74901368,235741,14795369,4077482,508545,5909,1.4185,0.1911,0.0031,0.2756,0.0116,71.5595,7.1189,299.6713,57.2731,285.0988,0.8973,56.3159,15.5202,1.9357,0.0225
cold_block_sequence,cold_b15000_d8_bitrev,15000,64,8,1,in_page_shuffle,1,214192510,262718635,18799788,1868264,94970116,15950858,88784729,381739,15868797,3307807,424954,7507,1.2266,0.1680,0.0043,0.2084,0.0177,71.5586,7.1113,361.4898,60.7146,337.9461,1.4530,60.4023,12.5907,1.6175,0.0286
cold_block_sequence,cold_b15000_d16_linear,15000,64,16,1,linear,1,153862429,251474579,16925776,943698,65326359,15036852,64307749,236441,14821956,3459924,425565,5934,1.6344,0.2302,0.0037,0.2334,0.0139,67.3061,3.7527,259.7732,59.7947,255.7227,0.9402,58.9402,13.7585,1.6923,0.0236
cold_block_sequence,cold_b15000_d16_bitrev,15000,64,16,1,in_page_shuffle,1,188465220,251476851,16926187,943953,80199826,15865258,78111400,381369,15810852,3043514,423954,8194,1.3343,0.1978,0.0049,0.1925,0.0193,67.3071,3.7536,318.9153,63.0883,310.6107,1.5165,62.8720,12.1026,1.6859,0.0326
cold_block_sequence,cold_b16000_d1_linear,16000,64,1,1,linear,1,602908143,448220794,48050174,15968962,348140841,16096995,247219460,252058,15880310,8080641,420948,16198,0.7434,0.0462,0.0010,0.5088,0.0385,107.2020,35.6274,776.7173,35.9131,551.5573,0.5624,35.4297,18.0283,0.9392,0.0361
cold_block_sequence,cold_b16000_d1_bitrev,16000,64,1,1,in_page_shuffle,1,663453323,448216620,48049422,15982331,359174571,17395934,256615454,405171,17145357,9846466,437075,20317,0.6756,0.0484,0.0016,0.5743,0.0465,107.2013,35.6576,801.3415,38.8114,572.5255,0.9040,38.2524,21.9681,0.9751,0.0453
cold_block_sequence,cold_b16000_d2_linear,16000,64,2,1,linear,1,381580331,352216361,32049379,7980407,215403955,16090037,172019688,252159,15786877,6115617,471125,11272,0.9230,0.0747,0.0015,0.3874,0.0239,90.9934,22.6577,611.5671,45.6823,488.3921,0.7159,44.8215,17.3632,1.3376,0.0320
cold_block_sequence,cold_b16000_d2_bitrev,16000,64,2,1,in_page_shuffle,1,421422179,352220480,32050133,7979504,225153235,16988558,179695897,415994,16847854,6272627,450121,15698,0.8358,0.0755,0.0023,0.3723,0.0349,90.9945,22.6549,639.2395,48.2327,510.1801,1.1811,47.8333,17.8088,1.2780,0.0446
cold_block_sequence,cold_b16000_d4_linear,16000,64,4,1,linear,1,257939478,304215995,24049329,3990475,126865401,16053781,114460265,252422,15765833,4731842,478788,7429,1.1794,0.1265,0.0022,0.3001,0.0155,79.0535,13.1172,417.0241,52.7710,376.2467,0.8297,51.8245,15.5542,1.5738,0.0244
cold_block_sequence,cold_b16000_d4_bitrev,16000,64,4,1,in_page_shuffle,1,279602453,304216361,24049379,3989684,129737823,16753853,114196454,420772,16661461,4841603,440960,8883,1.0880,0.1291,0.0037,0.2906,0.0201,79.0535,13.1146,426.4656,55.0722,375.3791,1.3831,54.7685,15.9150,1.4495,0.0292
cold_block_sequence,cold_b16000_d8_linear,16000,64,8,1,linear,1,198268529,280218639,20049789,1995895,85105297,16048901,81042628,252049,15839539,3974056,514953,8049,1.4133,0.1886,0.0031,0.2509,0.0156,71.5505,7.1226,303.7103,57.2728,289.2121,0.8995,56.5256,14.1820,1.8377,0.0287
cold_block_sequence,cold_b16000_d8_bitrev,16000,64,8,1,in_page_shuffle,1,218294267,280220607,20050153,1996753,87530150,16850776,81522551,414474,16721123,5070587,430419,9735,1.2837,0.1925,0.0051,0.3032,0.0226,71.5513,7.1256,312.3616,60.1340,290.9228,1.4791,59.6713,18.0950,1.5360,0.0347
cold_block_sequence,cold_b16000_d16_linear,16000,64,16,1,linear,1,165994904,268216425,18049391,1005205,70755387,16037817,68947659,252398,15826664,3864003,450007,4562,1.6158,0.2267,0.0037,0.2441,0.0101,67.2941,3.7477,263.7996,59.7943,257.0598,0.9410,59.0071,14.4063,1.6778,0.0170
cold_block_sequence,cold_b16000_d16_bitrev,16000,64,16,1,in_page_shuffle,1,175237009,268216366,18049379,1006232,70308312,16703637,68605299,410260,16640138,4030150,428818,8196,1.5306,0.2376,0.0060,0.2422,0.0191,67.2941,3.7516,262.1328,62.2767,255.7834,1.5296,62.0400,15.0257,1.5988,0.0306
cold_block_sequence,cold_b17000_d1_linear,17000,64,1,1,linear,1,634955177,476220851,51050185,16972391,366702630,17097562,260571351,264900,16834999,9289001,443425,19501,0.7500,0.0466,0.0010,0.5518,0.0440,107.1986,35.6397,770.0264,35.9026,547.1649,0.5563,35.3512,19.5057,0.9311,0.0409
cold_block_sequence,cold_b17000_d1_bitrev,17000,64,1,1,in_page_shuffle,1,701266279,476216361,51049379,16939877,381246377,18715846,272569370,433046,18432896,10564669,454730,23580,0.6791,0.0491,0.0016,0.5731,0.0519,107.1979,35.5718,800.5739,39.3011,572.3646,0.9093,38.7070,22.1846,0.9549,0.0495
cold_block_sequence,cold_b17000_d2_linear,17000,64,2,1,linear,1,406079018,374220787,34050173,8482761,228606740,17074523,183160764,267705,16721853,7046910,514883,17702,0.9215,0.0747,0.0015,0.4214,0.0344,90.9895,22.6678,610.8873,45.6269,489.4457,0.7154,44.6845,18.8309,1.3759,0.0473
cold_block_sequence,cold_b17000_d2_bitrev,17000,64,2,1,in_page_shuffle,1,444902723,374223063,34050582,8462412,243123697,18483464,194354956,435789,18378476,7519159,484270,11675,0.8411,0.0760,0.0022,0.4091,0.0241,90.9901,22.6133,649.6759,49.3916,519.3559,1.1645,49.1110,20.0927,1.2941,0.0312
cold_block_sequence,cold_b17000_d4_linear,17000,64,4,1,linear,1,273623129,323216363,25549380,4242139,135688618,17055858,122002612,264525,16696266,5558848,487061,10098,1.1812,0.1257,0.0022,0.3329,0.0207,79.0473,13.1248,419.8074,52.7692,377.4642,0.8184,51.6566,17.1985,1.5069,0.0312
cold_block_sequence,cold_b17000_d4_bitrev,17000,64,4,1,in_page_shuffle,1,310401827,323220787,25550173,4233639,145739312,18113951,128292051,446706,17942895,6851483,502941,8535,1.0413,0.1243,0.0035,0.3818,0.0170,79.0487,13.0983,450.8971,56.0420,396.9177,1.3820,55.5128,21.1975,1.5560,0.0264
cold_block_sequence,cold_b17000_d8_linear,17000,64,8,1,linear,1,213408934,297720788,21300174,2121567,91034907,17047258,86895987,267043,16705711,5358171,521699,9064,1.3951,0.1873,0.0031,0.3207,0.0174,71.5441,7.1260,305.7728,57.2592,291.8707,0.8970,56.1120,17.9973,1.7523,0.0304
cold_block_sequence,cold_b17000_d8_bitrev,17000,64,8,1,in_page_shuffle,1,246481746,297720985,21300204,2118487,103682061,18001810,96946337,444271,17900531,5319279,507552,13062,1.2079,0.1736,0.0046,0.2972,0.0257,71.5442,7.1157,348.2524,60.4654,325.6282,1.4922,60.1252,17.8667,1.7048,0.0439
cold_block_sequence,cold_b17000_d16_linear,17000,64,16,1,linear,1,177089102,284974577,19175777,1071608,75731297,17033859,74467902,267501,16760844,4294668,473446,7578,1.6092,0.2249,0.0036,0.2562,0.0160,67.2894,3.7604,265.7476,59.7733,261.3142,0.9387,58.8152,15.0704,1.6614,0.0266
cold_block_sequence,cold_b17000_d16_bitrev,17000,64,16,1,in_page_shuffle,1,205522580,284974635,19175788,1070309,83416843,17885583,81448309,440395,17809286,4756548,505607,9754,1.3866,0.2144,0.0054,0.2671,0.0193,67.2895,3.7558,292.7167,62.7620,285.8090,1.5454,62.4943,16.6911,1.7742,0.0342
cold_block_sequence,cold_b18000_d1_linear,18000,64,1,1,linear,1,669366184,504223006,54050571,17971379,387157602,18099796,275642920,285298,17807133,10235201,472712,19775,0.7533,0.0468,0.0010,0.5748,0.0418,107.1958,35.6417,767.8301,35.8964,546.6687,0.5658,35.3160,20.2990,0.9375,0.0392
cold_block_sequence,cold_b18000_d1_bitrev,18000,64,1,1,in_page_shuffle,1,741393568,504220848,54050185,17967046,400593675,19798188,287439869,459428,19405749,12048196,522249,23765,0.6801,0.0494,0.0016,0.6209,0.0455,107.1955,35.6333,794.4806,39.2649,570.0674,0.9112,38.4866,23.8947,1.0358,0.0471
cold_block_sequence,cold_b18000_d2_linear,18000,64,2,1,linear,1,429687974,396220850,36050185,8981699,241776935,18082069,193888794,283978,17651903,7787440,525004,13238,0.9221,0.0748,0.0015,0.4412,0.0252,90.9851,22.6684,610.2075,45.6363,489.3453,0.7167,44.5507,19.6543,1.3250,0.0334
cold_block_sequence,cold_b18000_d2_bitrev,18000,64,2,1,in_page_shuffle,1,467730218,396216427,36049391,8973768,254907933,19436368,203953739,471478,19217180,8822509,511775,18540,0.8471,0.0762,0.0023,0.4591,0.0362,90.9841,22.6487,643.3553,49.0549,514.7534,1.1900,48.5017,22.2669,1.2917,0.0468
cold_block_sequence,cold_b18000_d4_linear,18000,64,4,1,linear,1,291857239,342220790,27050173,4492697,143902052,18054542,129205598,283812,17583143,6645963,543839,14679,1.1726,0.1255,0.0022,0.3780,0.0270,79.0430,13.1281,420.4948,52.7570,377.5504,0.8293,51.3795,19.4201,1.5891,0.0429
cold_block_sequence,cold_b18000_d4_bitrev,18000,64,4,1,in_page_shuffle,1,325428514,342225274,27050979,4489541,150794573,19275961,133547838,470871,19068405,7173217,514364,13836,1.0516,0.1278,0.0035,0.3762,0.0269,79.0444,13.1187,440.6296,56.3254,390.2337,1.3759,55.7189,20.9605,1.5030,0.0404
cold_block_sequence,cold_b18000_d8_linear,18000,64,8,1,linear,1,229086745,315227474,22551373,2248576,97408944,18054410,92611434,283420,17700579,5820713,557126,9445,1.3760,0.1853,0.0031,0.3288,0.0170,71.5400,7.1332,309.0116,57.2742,293.7924,0.8991,56.1518,18.4651,1.7674,0.0300
cold_block_sequence,cold_b18000_d8_bitrev,18000,64,8,1,in_page_shuffle,1,258717482,315216429,22549392,2250033,107017522,19116328,100422728,468278,18959864,6070715,497508,9171,1.2184,0.1786,0.0047,0.3202,0.0184,71.5362,7.1381,339.5049,60.6451,318.5834,1.4856,60.1487,19.2589,1.5783,0.0291
cold_block_sequence,cold_b18000_d16_linear,18000,64,16,1,linear,1,191083816,301718637,20299788,1133760,81011896,18039261,79374647,283586,17694083,5355136,484174,7457,1.5790,0.2227,0.0036,0.3027,0.0154,67.2805,3.7577,268.5015,59.7884,263.0751,0.9399,58.6443,17.7488,1.6047,0.0247
cold_block_sequence,cold_b18000_d16_bitrev,18000,64,16,1,in_page_shuffle,1,215691841,301716424,20299391,1133638,87041281,18932816,84802063,462452,18804030,5849994,499790,10617,1.3988,0.2175,0.0055,0.3111,0.0212,67.2797,3.7573,288.4870,62.7504,281.0655,1.5327,62.3235,19.3890,1.6565,0.0352
cold_block_sequence,cold_b19000_d1_linear,19000,64,1,1,linear,1,705041724,532227125,57051327,18973729,407210740,19081570,290067953,301985,18775779,10747127,506327,26917,0.7549,0.0469,0.0010,0.5724,0.0532,107.1936,35.6497,765.1071,35.8523,545.0078,0.5674,35.2778,20.1927,0.9513,0.0506
cold_block_sequence,cold_b19000_d1_bitrev,19000,64,1,1,in_page_shuffle,1,773353345,532216422,57049391,18946547,420925539,21086954,301536036,512163,20640738,12955365,558637,32918,0.6882,0.0501,0.0017,0.6277,0.0589,107.1921,35.5993,790.8917,39.6210,566.5666,0.9623,38.7826,24.3423,1.0496,0.0619
cold_block_sequence,cold_b19000_d2_linear,19000,64,2,1,linear,1,453746266,418220787,38050173,9482858,253509561,19092653,204506143,300746,18608835,8736967,561474,15932,0.9217,0.0753,0.0015,0.4695,0.0284,90.9811,22.6743,606.1620,45.6521,488.9909,0.7191,44.4952,20.8908,1.3425,0.0381
cold_block_sequence,cold_b19000_d2_bitrev,19000,64,2,1,in_page_shuffle,1,494073919,418223063,38050582,9455785,268397700,20809463,214726217,533270,20569708,10118804,569464,20172,0.8465,0.0775,0.0025,0.4919,0.0354,90.9815,22.6094,641.7573,49.7569,513.4251,1.2751,49.1836,24.1948,1.3616,0.0482
cold_block_sequence,cold_b19000_d4_linear,19000,64,4,1,linear,1,308974278,361220848,28550185,4741574,151831840,19051493,137003084,299977,18454061,7418756,556871,10050,1.1691,0.1255,0.0022,0.4020,0.0180,79.0380,13.1265,420.3297,52.7420,379.2779,0.8305,51.0880,20.5380,1.5416,0.0278
cold_block_sequence,cold_b19000_d4_bitrev,19000,64,4,1,in_page_shuffle,1,345145789,361223000,28550570,4728910,159498127,20459472,140781229,534593,20276136,8050335,562164,15264,1.0466,0.1283,0.0038,0.3970,0.0272,79.0386,13.0914,441.5503,56.6394,389.7350,1.4800,56.1319,22.2863,1.5563,0.0423
cold_block_sequence,cold_b19000_d8_linear,19000,64,8,1,linear,1,242679410,332716424,23799392,2372800,104057794,19053490,98776624,299632,18608138,6667112,562302,12038,1.3710,0.1831,0.0030,0.3583,0.0214,71.5306,7.1316,312.7522,57.2665,296.8793,0.9006,55.9279,20.0384,1.6900,0.0362
cold_block_sequence,cold_b19000_d8_bitrev,19000,64,8,1,in_page_shuffle,1,274560555,332718582,23799778,2366759,112221540,20331882,106032690,527902,20152562,7052239,550853,9902,1.2118,0.1812,0.0050,0.3499,0.0180,71.5313,7.1134,337.2867,61.1083,318.6858,1.5866,60.5694,21.1958,1.6556,0.0298
cold_block_sequence,cold_b19000_d16_linear,19000,64,16,1,linear,1,203265915,318472424,21425392,1189464,86176285,19033599,84368103,299494,18618474,5939719,501596,8738,1.5668,0.2209,0.0035,0.3190,0.0174,67.2755,3.7349,270.5926,59.7653,264.9149,0.9404,58.4618,18.6507,1.5750,0.0274
cold_block_sequence,cold_b19000_d16_bitrev,19000,64,16,1,in_page_shuffle,1,233810720,318479229,21426608,1189937,91904800,20187444,89778385,516507,20059830,6211365,539507,9102,1.3621,0.2197,0.0058,0.3096,0.0169,67.2779,3.7363,288.5739,63.3870,281.8971,1.6218,62.9863,19.5032,1.6940,0.0286
cold_block_sequence,cold_b20000_d1_linear,20000,64,1,1,linear,1,740006704,560220848,60050185,19972434,427601862,20099871,304339438,316895,19760252,12186767,529142,24246,0.7570,0.0470,0.0010,0.6167,0.0458,107.1902,35.6510,763.2737,35.8785,543.2490,0.5657,35.2723,21.7535,0.9445,0.0433
cold_block_sequence,cold_b20000_d1_bitrev,20000,64,1,1,in_page_shuffle,1,814730718,560223004,60050572,19995669,440849652,22128411,315929020,526709,21669293,14421481,570923,30681,0.6876,0.0502,0.0017,0.6655,0.0537,107.1905,35.6923,786.9182,39.4993,563.9344,0.9402,38.6798,25.7424,1.0191,0.0548
cold_block_sequence,cold_b20000_d2_linear,20000,64,2,1,linear,1,478107720,440218696,40049799,9981839,267868391,20085669,215244237,315838,19511903,9668133,580139,21038,0.9208,0.0750,0.0015,0.4955,0.0363,90.9771,22.6747,608.4894,45.6266,488.9484,0.7175,44.3232,21.9621,1.3178,0.0478
cold_block_sequence,cold_b20000_d2_bitrev,20000,64,2,1,in_page_shuffle,1,524891002,440225274,40050979,9966794,282828266,21693310,225993455,533452,21424795,10983177,572503,26553,0.8387,0.0767,0.0024,0.5126,0.0464,90.9784,22.6402,642.4626,49.2777,513.3587,1.2118,48.6678,24.9490,1.3005,0.0603
cold_block_sequence,cold_b20000_d4_linear,20000,64,4,1,linear,1,327141905,380218638,30049789,4991499,160248271,20044532,144668350,315023,19411637,8179602,587836,16109,1.1622,0.1251,0.0022,0.4214,0.0274,79.0329,13.1280,421.4635,52.7184,380.4873,0.8285,51.0539,21.5129,1.5460,0.0424
cold_block_sequence,cold_b20000_d4_bitrev,20000,64,4,1,in_page_shuffle,1,364677698,380220854,30050186,4985344,167035487,21366699,148260717,531301,21109035,9128456,554656,11891,1.0426,0.1279,0.0036,0.4324,0.0214,79.0335,13.1117,439.3117,56.1955,389.9332,1.3973,55.5178,24.0083,1.4588,0.0313
cold_block_sequence,cold_b20000_d8_linear,20000,64,8,1,linear,1,256142353,350216364,25049379,2495587,111010896,20062912,104798983,308462,19530553,7638843,539964,11521,1.3673,0.1807,0.0029,0.3911,0.0213,71.5254,7.1258,316.9780,57.2872,299.2407,0.8808,55.7671,21.8118,1.5418,0.0329
cold_block_sequence,cold_b20000_d8_bitrev,20000,64,8,1,in_page_shuffle,1,295823277,350220789,25050173,2494512,119139761,21436752,112291465,535811,21166951,8445137,561825,13681,1.1839,0.1799,0.0048,0.3990,0.0244,71.5268,7.1227,340.1847,61.2093,320.6305,1.5299,60.4389,24.1138,1.6042,0.0391
cold_block_sequence,cold_b20000_d16_linear,20000,64,16,1,linear,1,215473425,335216365,22549380,1250174,91497754,20032445,90083621,314692,19570867,6827868,517796,7481,1.5557,0.2189,0.0035,0.3489,0.0144,67.2681,3.7295,272.9513,59.7597,268.7328,0.9388,58.3828,20.3685,1.5447,0.0223
cold_block_sequence,cold_b20000_d16_bitrev,20000,64,16,1,in_page_shuffle,1,242738603,335216363,22549379,1251535,95646665,21106766,93258177,523247,20934454,7309688,546066,13626,1.3810,0.2207,0.0056,0.3492,0.0250,67.2681,3.7335,285.3282,62.9646,278.2029,1.5609,62.4506,21.8059,1.6290,0.0406
