suite,case,order_tag,modules,cpu-cycles:u,instructions:u,br_retired:u,br_mis_pred:u,l1i_cache:u,l1i_cache_refill:u,l1i_tlb:u,l1i_tlb_refill:u,l2i_cache:u,l2i_cache_refill:u,l2i_tlb:u,l2i_tlb_refill:u,l1d_cache:u,l1d_cache_refill:u,l1d_tlb:u,l1d_tlb_refill:u,l2d_cache:u,l2d_cache_refill:u,l2d_tlb:u,l2d_tlb_refill:u,ll_cache:u,ll_cache_miss:u,ipc, ,l1i_miss_rate,l1i_tlb_miss_rate,l2i_miss_rate,l2i_tlb_miss_rate,l1d_miss_rate,l1d_tlb_miss_rate,l2d_miss_rate,l2d_tlb_miss_rate,ll_miss_rate,  ,br_retired_mpki,br_mis_pred_mpki,l1i_cache_mpki,l1i_cache_refill_mpki,l1i_tlb_mpki,l1i_tlb_refill_mpki,l2i_cache_mpki,l2i_cache_refill_mpki,l2i_tlb_mpki,l2i_tlb_refill_mpki,l1d_cache_mpki,l1d_cache_refill_mpki,l1d_tlb_mpki,l1d_tlb_refill_mpki,l2d_cache_mpki,l2d_cache_refill_mpki,l2d_tlb_mpki,l2d_tlb_refill_mpki,ll_cache_mpki,ll_cache_miss_mpki
merge_module_library,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l1_sn4,single,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l1_sn4,5276977,11275264,1381038,304,1473061,601,1473061,53,600,574,96,17,772259,172,773132,58,1504,912,92,32,348,33,2.1367,,0.0004,0.0000,0.9567,0.1771,0.0002,0.0001,0.6064,0.3478,0.0948,,122.4839,0.0270,130.6454,0.0533,130.6454,0.0047,0.0532,0.0509,0.0085,0.0015,68.4914,0.0153,68.5689,0.0051,0.1334,0.0809,0.0082,0.0028,0.0309,0.0029
merge_module_library,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn1,single,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn1,12942369,13195264,1381038,300,1713175,641,1713175,52,640,558,90,17,2692196,171,2692916,59,1429,914,76,5,340,58,1.0195,,0.0004,0.0000,0.8719,0.1889,0.0001,0.0000,0.6396,0.0658,0.1706,,104.6616,0.0227,129.8326,0.0486,129.8326,0.0039,0.0485,0.0423,0.0068,0.0013,204.0274,0.0130,204.0820,0.0045,0.1083,0.0693,0.0058,0.0004,0.0258,0.0044
merge_module_library,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn2,single,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn2,12939092,13195264,1381038,316,1713390,656,1713390,54,656,571,90,13,2692179,166,2692996,57,1499,932,87,32,357,19,1.0198,,0.0004,0.0000,0.8704,0.1444,0.0001,0.0000,0.6217,0.3678,0.0532,,104.6616,0.0239,129.8489,0.0497,129.8489,0.0041,0.0497,0.0433,0.0068,0.0010,204.0262,0.0126,204.0881,0.0043,0.1136,0.0706,0.0066,0.0024,0.0271,0.0014
merge_module_library,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn4,single,hot_b64_bp2_r1000_hot_4k_nstr_n512_p1_np512_l4_sn4,12950751,13195264,1381038,313,1713376,650,1713376,55,650,599,97,15,2692208,155,2692999,61,1383,901,82,7,333,23,1.0189,,0.0004,0.0000,0.9215,0.1546,0.0001,0.0000,0.6515,0.0854,0.0691,,104.6616,0.0237,129.8478,0.0493,129.8478,0.0042,0.0493,0.0454,0.0074,0.0011,204.0284,0.0117,204.0883,0.0046,0.1048,0.0683,0.0062,0.0005,0.0252,0.0017
merge_module_library,hot_b64_bp2_r1000_hot_4k_rand_n512_p1_np512_l1,single,hot_b64_bp2_r1000_hot_4k_rand_n512_p1_np512_l1,5274639,11275264,1381038,319,1473422,664,1473422,50,662,580,99,43,772225,183,773058,60,1333,853,88,32,286,47,2.1376,,0.0005,0.0000,0.8761,0.4343,0.0002,0.0001,0.6399,0.3636,0.1643,,122.4839,0.0283,130.6774,0.0589,130.6774,0.0044,0.0587,0.0514,0.0088,0.0038,68.4884,0.0162,68.5623,0.0053,0.1182,0.0757,0.0078,0.0028,0.0254,0.0042
merge_module_library,hot_b64_bp2_r1000_hot_4k_rand_n512_p1_np512_l4,single,hot_b64_bp2_r1000_hot_4k_rand_n512_p1_np512_l4,12930383,13195264,1381038,317,1713220,665,1713220,52,664,575,92,18,2692235,179,2693062,58,1326,900,81,10,317,56,1.0205,,0.0004,0.0000,0.8660,0.1957,0.0001,0.0000,0.6787,0.1235,0.1767,,104.6616,0.0240,129.8360,0.0504,129.8360,0.0039,0.0503,0.0436,0.0070,0.0014,204.0304,0.0136,204.0931,0.0044,0.1005,0.0682,0.0061,0.0008,0.0240,0.0042
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn1,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn1,5268008,11275264,1381038,298,1473052,589,1473052,48,588,559,96,41,772198,194,772961,61,1429,987,79,7,420,151,2.1403,,0.0004,0.0000,0.9507,0.4271,0.0003,0.0001,0.6907,0.0886,0.3595,,122.4839,0.0264,130.6446,0.0522,130.6446,0.0043,0.0521,0.0496,0.0085,0.0036,68.4860,0.0172,68.5537,0.0054,0.1267,0.0875,0.0070,0.0006,0.0372,0.0134
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn2,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn2,5253156,11275264,1381038,298,1473154,631,1473154,51,630,540,91,41,772290,197,773227,60,1713,997,91,36,413,49,2.1464,,0.0004,0.0000,0.8571,0.4505,0.0003,0.0001,0.5820,0.3956,0.1186,,122.4839,0.0264,130.6536,0.0560,130.6536,0.0045,0.0559,0.0479,0.0081,0.0036,68.4942,0.0175,68.5773,0.0053,0.1519,0.0884,0.0081,0.0032,0.0366,0.0043
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn4,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l1_sn4,5260702,11275270,1381036,272,1472922,599,1472922,53,599,546,95,13,772226,190,773082,59,1587,976,80,34,399,24,2.1433,,0.0004,0.0000,0.9115,0.1368,0.0002,0.0001,0.6150,0.4250,0.0602,,122.4836,0.0241,130.6330,0.0531,130.6330,0.0047,0.0531,0.0484,0.0084,0.0012,68.4885,0.0169,68.5644,0.0052,0.1408,0.0866,0.0071,0.0030,0.0354,0.0021
merge_module_library,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn1,single,hot_b64_bp2_r1000_hot_8k_nstr_n1024_p2_np512_l4_sn1,12944301,13195264,1381038,289,1713129,642,1713129,53,642,563,84,15,2692262,187,2693131,62,1562,922,84,11,351,35,1.0194,,0.0004,0.0000,0.8769,0.1786,0.0001,0.0000,0.5903,0.1310,0.0997,,104.6616,0.0219,129.8291,0.0487,129.8291,0.0040,0.0487,0.0427,0.0064,0.0011,204.0324,0.0142,204.0983,0.0047,0.1184,0.0699,0.0064,0.0008,0.0266,0.0027
